,index,Unnamed: 0,Reporter Identifier,stat,p,fold_change,beta1,beta2,Rejection on 0.05,qval,id1,id2
267,85717,85717,cg01649334,7.525676876446995,1.5370884803686787e-11,0.5557024267436436,0.227592025,0.12647344060000001,True,6.649978784856181e-06,0,6
270,86882,86882,cg00329615,8.434243259359556,1.4577480712423284e-13,0.658620616975495,0.5333591083333333,0.3512813049999999,True,6.30868893791714e-08,0,6
272,86983,86983,cg16958524,6.459627188089876,2.9448548800988113e-09,0.6231379726237454,0.12685427749999995,0.07904771729999999,True,0.0012720831405312882,0,6
273,87220,87220,cg07806886,-5.957250865943315,3.13541962386227e-08,2.3657309979715127,0.06512243333333334,0.1540621592,True,0.013451712405126881,0,6
274,87621,87621,cg04908625,-7.517822423503428,1.5992894472968398e-11,1.5477037875068662,0.29939351666666664,0.4633724797000001,True,6.919020987483648e-06,0,6
285,91009,91009,cg15360181,5.912076785208996,3.862153617045463e-08,0.6611867630350613,0.4380331916666667,0.2896217481,True,0.01654244216074574,0,6
286,91253,91253,cg17280346,-6.36794101738166,4.5623763469313764e-09,1.881590873016676,0.2016569916666667,0.379435955,True,0.0019698934658766154,0,6
291,92656,92656,cg07553761,-10.288014942179528,8.512041681248988e-18,1.9142977787262063,0.19958930833333333,0.3820733695999999,True,0.0,0,6
292,92657,92657,cg15618978,-6.539095134928808,2.010849425588064e-09,1.5505095307464214,0.19715139999999998,0.30568512470000003,True,0.0008688662534699354,0,6
294,94570,94570,cg14097619,6.090159574885463,1.6908395981241508e-08,0.6098033209873392,0.3001220916666667,0.1830154482,True,0.0072784524914891735,0,6
296,95356,95356,cg00481951,-7.827922894451682,3.3112291288174863e-12,1.5602709654528324,0.183337025,0.2860554370000001,True,1.4327560393656569e-06,0,6
306,100685,100685,ch.4.194519R,6.586287015647929,1.6017910175861305e-09,0.6160437376336793,0.034632875000000014,0.021335365760000013,True,0.0006922145730576812,0,6
307,100810,100810,cg15448975,-6.632560161403289,1.2808088461647935e-09,1.6753429825401358,0.16135005000000002,0.2703166740000001,True,0.0005535659832507367,0,6
309,102043,102043,cg21523251,-5.889209643445505,4.2907669090123306e-08,1.5364704884750726,0.0810767575,0.1245720452,True,0.018360279762099974,0,6
311,102356,102356,cg23995914,-6.248205847469118,8.049336128143442e-09,1.8540245950537573,0.1507396583333333,0.279475034,True,0.0034723331750515785,0,6
313,102718,102718,cg20816447,10.18142088094087,1.4960959789561884e-17,0.4884730263077743,0.3447371333333333,0.16839479080000005,True,0.0,0,6
319,104472,104472,cg25150953,6.426799005136472,3.445621301698841e-09,0.4830435927984281,0.2432529083333333,0.1175017588,True,0.001488195898225353,0,6
322,105844,105844,cg21579147,7.757570225989427,4.7402846101403044e-12,0.6409472908789718,0.3200752166666667,0.205151343,True,2.0510344886925935e-06,0,6
331,108244,108244,cg17769793,7.2407497690561,6.429736368393885e-11,0.6044446074114367,0.285606575,0.17263335410000002,True,2.781252295780412e-05,0,6
340,112036,112036,cg02650266,-6.956628718046392,2.6313564407649743e-10,2.792299953175136,0.07144708500000001,0.1995016921,True,0.00011378968387742994,0,6
341,112037,112037,cg05991454,-7.365214731155504,3.4482998475278075e-11,2.133810684533563,0.10804251083333334,0.2305422639999999,True,1.4917325886432131e-05,0,6
350,116161,116161,cg14640772,5.947400650673883,3.281435796113732e-08,0.6216514031067929,0.21095923333333333,0.1311431034,True,0.014073502271857996,0,6
364,125076,125076,cg21800232,-7.058066439902588,1.5945443949683591e-10,2.3931659450141365,0.05982064833333332,0.1431607384,True,6.89634253892013e-05,0,6
365,125077,125077,cg25316339,-7.594910228756528,1.082974617918593e-11,2.7290212018290907,0.05195550166666666,0.14178766559999995,True,4.6854506769999915e-06,0,6
371,126265,126265,cg11847992,8.134002392938013,6.888210453965063e-13,0.6118094379025236,0.5908567416666667,0.36149173100000004,True,2.9806088086559157e-07,0,6
374,127795,127795,cg06526721,7.191202964090588,8.23189647951127e-11,0.6146917889221175,0.4240551666666667,0.26066322900000005,True,3.560658364376579e-05,0,6
380,130162,130162,cg05237436,5.956326581550107,3.1488447460369716e-08,0.5980028021476402,0.4047728666666667,0.2420553084999999,True,0.013508887560016447,0,6
395,134675,134675,cg05207048,12.824732630385391,1.4058974307768163e-23,0.5467393974308461,0.20459781666666665,0.11186168700000004,True,0.0,0,6
396,134755,134755,cg13954457,-6.270583751420027,7.2415105445963234e-09,2.005820773156929,0.15319190583333336,0.30727550700000017,True,0.00312448393455822,0,6
398,134985,134985,cg12360935,5.830443855452889,5.6183406366678106e-08,0.6428465118453252,0.15117496666666666,0.09718229999999996,True,0.023969732293014023,0,6
411,140619,140619,cg20052760,6.847400185012343,4.4997102152593295e-10,0.6418219669213464,0.31014966666666666,0.19906086909999995,True,0.000194561606162158,0,6
412,140766,140766,cg16867657,-20.10048766529842,1.2698285739223465e-38,1.6076354171016494,0.4765517,0.766121391,True,0.0,0,6
413,140767,140767,cg24724428,-11.114963307633968,1.0755356916869119e-19,3.0089080906314702,0.11642828333333333,0.35032200369999983,True,0.0,0,6
419,141805,141805,cg22736354,-11.672350801042118,5.7175800561497485e-21,1.5584976005726765,0.22281358333333331,0.3472544350000001,True,0.0,0,6
422,143173,143173,cg04424621,8.378487301161966,1.9466909823921192e-13,0.6194996889333679,0.19754610000000006,0.1223797475,True,8.422582253864164e-08,0,6
423,143812,143812,cg04861640,7.660103498570492,7.78137067220204e-12,0.5688576838572018,0.183728525,0.10451538319,True,3.366657280290397e-06,0,6
424,144918,144918,cg13305823,6.559510718141709,1.822568257858121e-09,0.6566526977815613,0.1261518,0.08283791979999998,True,0.0007875640744742229,0,6
435,148714,148714,cg04581938,10.915645131034507,3.0805415975834844e-19,0.5492810264614055,0.116012545,0.0637234898,True,0.0,0,6
436,148836,148836,cg05331060,8.612334841914537,5.773404117152686e-14,0.5742077769099287,0.09326911416666668,0.05355585070000001,True,2.4986234969937016e-08,0,6
438,149110,149110,cg08553327,6.969083228688634,2.474735542104764e-10,0.6252082137933659,0.24245435833333334,0.15158445630000006,True,0.00010701868472617893,0,6
439,149111,149111,cg26729380,7.314955871238128,4.436513317715262e-11,0.501539933235308,0.2353414583333334,0.11803313930000005,True,1.919170390873859e-05,0,6
440,149356,149356,cg27014438,7.569137367206247,1.2338947572007506e-11,0.6476521837866371,0.6464321999999999,0.4186632260000001,True,5.3382784283018125e-06,0,6
451,151325,151325,cg03236802,-7.245515431436857,6.278550300267097e-11,1.5233345757386898,0.21537522500000006,0.328088527,True,2.7158841302776793e-05,0,6
454,152455,152455,cg20724257,8.226017786127754,4.285022261911982e-13,0.6045005036732478,0.15290170833333336,0.09242915970000004,True,1.8545115942902868e-07,0,6
455,152457,152457,cg20348196,5.711956243003284,9.636983483425461e-08,0.581087772843241,0.364196075,0.2116298861,True,0.040751556573473624,0,6
456,153142,153142,cg13959344,9.111371051074011,4.239410830294728e-15,0.6518160248413438,0.2664187583333333,0.17365601599999994,True,1.8261028245092348e-09,0,6
457,153475,153475,cg20617328,6.717315636015986,8.490111562562995e-10,0.5975668610147188,0.3402300916666667,0.20331022790000008,True,0.00036701196392552315,0,6
458,153491,153491,cg02286081,11.114140384969168,1.080215746899084e-19,0.4512276442461554,0.2599984083333333,0.1173184693,True,0.0,0,6
459,153492,153492,cg22483030,8.255896587714856,3.672026355845011e-13,0.5447877525271176,0.3034764833333334,0.16533027129999994,True,1.5888521054385762e-07,0,6
460,153493,153493,cg26350754,10.00631628791691,3.7777048569659996e-17,0.5119784370387683,0.27773241666666665,0.14219300859999998,True,0.0,0,6
461,153494,153494,cg12365667,8.09740526822283,8.31682963222971e-13,0.5081055542551194,0.09421341333333334,0.04787035859999999,True,3.598859948938937e-07,0,6
462,153495,153495,cg12939283,11.603252462943274,8.219638651315927e-21,0.4330338550130194,0.2758722416666667,0.1194620203,True,0.0,0,6
463,153496,153496,cg14356799,7.732325189525744,5.390472425783117e-12,0.5688914222251006,0.194938375,0.1108987694,True,2.3323063115254783e-06,0,6
469,155134,155134,ch.6.33611621F,11.701862073216887,4.8968796892639915e-21,0.44840955407151184,0.08123213916666668,0.0364252673,True,0.0,0,6
475,157198,157198,cg02284014,5.845425717193563,5.245828865832875e-08,0.6045615590094612,0.1561453,0.09439944600000004,True,0.022398973407482314,0,6
487,161732,161732,cg03043157,5.9790744555263435,2.8342906850155502e-08,0.5839533289919892,0.3783262333333333,0.22092486340000006,True,0.012168165576001977,0,6
489,162354,162354,cg23746497,-6.149644305438508,1.2799939030830564e-08,1.6066545330286133,0.2726946166666667,0.4381260420000001,True,0.005515268431025677,0,6
490,162355,162355,cg03738025,-6.2980056745301,6.359889309653112e-09,2.115608250131762,0.16549275083333334,0.35011782900000005,True,0.0027447034360108535,0,6
492,163193,163193,cg02872426,6.7386718889367865,7.652123461082946e-10,0.6145205260601251,0.5749209750000001,0.3533007400000001,True,0.0003308001322480658,0,6
493,163307,163307,cg15219685,6.88837447072504,3.680728272759697e-10,0.6122746324025988,0.21063464999999995,0.12896625290000002,True,0.00015915894057649815,0,6
495,164137,164137,cg23832497,6.624511883615472,1.3316671905002825e-09,0.6087653545156141,0.09447980666666664,0.057516033000000015,True,0.0005755327008177824,0,6
497,165097,165097,cg07095347,7.691775694013362,6.625053787727772e-12,0.6363553082442783,0.4525231333333333,0.287965498,True,2.8664161646485553e-06,0,6
498,165605,165605,cg15804973,8.384673388129112,1.8852462181781892e-13,0.6204500106450522,0.4288768916666666,0.2660966720000002,True,8.15834440004437e-08,0,6
506,168555,168555,cg13221458,8.298148379882093,2.951262905142413e-13,0.6212420681492486,0.455964675,0.2832644377,True,1.2770570056996888e-07,0,6
518,177495,177495,cg12597389,-5.719356614852378,9.319097103908932e-08,1.815639136582737,0.12466676083333335,0.2263498499999999,True,0.03943481463134357,0,6
524,179933,179933,cg24853724,-6.9870481003759375,2.2649422199989847e-10,1.5156813796009805,0.16037004166666666,0.243069886,True,9.794899063875206e-05,0,6
527,180170,180170,cg07568841,8.684761380199799,3.95757726265706e-14,0.5890739164958546,0.3226091333333333,0.19004062567000005,True,1.710631669649132e-08,0,6
533,182715,182715,cg11494773,6.221394244221048,9.134774247948846e-09,0.6204761399811664,0.10267867,0.06370966482000001,True,0.003939510957634451,0,6
534,182816,182816,cg12627948,6.783567794732678,6.147944159349227e-10,0.62157635439912,0.22464559166666667,0.1396343879,True,0.00026579563702655573,0,6
535,182823,182823,cg12361987,6.665097659955275,1.0940424498629248e-09,0.6049780499851439,0.2574698333333333,0.1557635977,True,0.0004728897312735736,0,6
550,189454,189454,cg21186955,7.6050216252869225,1.0289026899926453e-11,0.6620927374563788,0.3335604750000001,0.22084796800000006,True,4.451512140235536e-06,0,6
552,190576,190576,cg26427498,6.322606592023053,5.65953743195395e-09,0.5368077871405499,0.17977750083333333,0.09650596240000003,True,0.0024428991954446033,0,6
555,190968,190968,cg01493685,8.27387958793118,3.3460158757239877e-13,0.5686843814851766,0.15763513333333332,0.08964463830000001,True,1.4480899546143178e-07,0,6
556,191244,191244,cg18887458,7.782362008297106,4.177705563497499e-12,0.5039553366831089,0.374875875,0.18892069780000004,True,1.807608412951467e-06,0,6
561,192240,192240,cg17200920,-6.1168711325995195,1.4923806157757848e-08,2.1829083407639485,0.032346467500000003,0.07060937369999999,True,0.006427132343019726,0,6
563,192668,192668,cg08738403,6.188460299243853,1.0666939153996391e-08,0.6602417282753944,0.08771067416666667,0.057910247099999985,True,0.004598567806796461,0,6
566,193075,193075,cg00094518,-8.863779930916788,1.5528663465743768e-14,2.540091833288822,0.0841661025,0.21378962959999992,True,6.727483015112057e-09,0,6
567,193080,193080,cg14361627,-8.404756020724603,1.6987724212713485e-13,1.9070731118215416,0.14204485833333333,0.2708899300000001,True,7.351209374562018e-08,0,6
568,193081,193081,cg08097417,-8.972596888230687,8.781732293261402e-15,1.7343747021174174,0.13296975833333333,0.23061938499999995,True,3.796275183098885e-09,0,6
569,193082,193082,cg09499629,-5.931717231793972,3.527827520305152e-08,1.6618462288700515,0.07338858083333333,0.12196053629999995,True,0.015121821720523898,0,6
570,193083,193083,cg07955995,-6.2884918466837405,6.653067528603004e-09,4.004504624908358,0.026858433083333338,0.10755471949999999,True,0.002871007207201348,0,6
571,193084,193084,cg22285878,-6.557191944273063,1.8430443570404835e-09,3.187906547467037,0.0247766425,0.07898562085000006,True,0.0007964049862911882,0,6
575,194081,194081,cg07703358,7.6074102731278215,1.0165256188525004e-11,0.609828293808813,0.17945751666666665,0.10943827119999996,True,4.397964980085156e-06,0,6
578,194754,194754,cg03428981,8.667817026136756,4.323330943865768e-14,0.6096304297102172,0.13120900500000002,0.07998900210000004,True,1.869184174108085e-08,0,6
580,195542,195542,cg25793051,6.765483854013533,6.714983795905002e-10,0.6649490865942277,0.3008698416666667,0.20006312639999996,True,0.0002903003383640801,0,6
585,196796,196796,cg08540945,-6.079304789943941,1.7787157656734766e-08,2.1115139735973885,0.09611379083333337,0.20294561239999998,True,0.007655152491074402,0,6
587,197712,197712,cg00292135,-8.854312560808713,1.6317437168519702e-14,2.7597076977403336,0.07590396333333332,0.2094727519,True,7.063824525310736e-09,0,6
588,197713,197713,cg07927379,-6.144322165661953,1.3123378947836304e-08,3.843044966488303,0.020115774750000003,0.0773058269,True,0.00565419912676568,0,6
590,199506,199506,cg22282410,-6.242839888427903,8.255877525770599e-09,1.7234338688793236,0.14007096666666666,0.2414030480000001,True,0.003561239554146889,0,6
595,204923,204923,cg18898125,-6.678290345835255,1.0262273101187468e-09,2.4530349010549184,0.05322026333333333,0.13055116340000006,True,0.0004435868656711417,0,6
596,204926,204926,cg07502389,-8.9179058827869,1.1696387908832838e-14,1.5886928175827892,0.14225654166666665,0.2260019460000001,True,5.04563557601756e-09,0,6
597,204927,204927,cg18267374,-6.580655305620316,1.645916891337296e-09,1.5409926469157385,0.11348321833333334,0.174876805,True,0.0007112701973324143,0,6
598,204928,204928,cg07552803,-5.676437304061733,1.1316952530293205e-07,1.5704174836049694,0.15057916666666668,0.236472156,True,0.047680205001621845,0,6
599,205370,205370,cg04035728,6.8283337805436695,4.939921605867875e-10,0.5512785401859972,0.21137213333333332,0.11652492109999996,True,0.00021358434643570234,0,6
600,206921,206921,cg24882673,6.843751511121058,4.580837458520772e-10,0.5527830725520799,0.209730375,0.11593540109999995,True,0.00019806772436692377,0,6
602,208018,208018,cg25439632,5.8905329661585775,4.264736648662929e-08,0.6618952147377333,0.25817132499999995,0.1708823646000001,True,0.018249960263155618,0,6
603,208714,208714,cg16419235,-8.546856845834226,8.118940423246292e-14,1.7260221180847133,0.1491749116666667,0.25747919700000005,True,3.512414969986111e-08,0,6
605,209700,209700,cg17694795,-6.525080525764746,2.151087234164544e-09,1.6622884227814103,0.10933990666666668,0.181754461,True,0.0009294139886029118,0,6
608,210736,210736,cg00570618,8.281971875750513,3.20887072417358e-13,0.4879852800727898,0.17431019166666664,0.08506080769999999,True,1.3885168048677343e-07,0,6
611,211356,211356,cg26290632,-9.328516055551477,1.3530416830327664e-15,1.7850607666055294,0.14807680833333334,0.26432610100000004,True,5.766787047889466e-10,0,6
623,218256,218256,cg21709871,-6.005186183788164,2.511191251550987e-08,1.6423292438564585,0.21581815,0.3544444590999998,True,0.01078906939132751,0,6
625,219183,219183,cg25334393,-6.772691136046761,6.483047786369118e-10,1.9808197276388368,0.11213431833333336,0.2221178699,True,0.0002802773131577174,0,6
626,219668,219668,cg19724470,6.973193735349553,2.425097620664299e-10,0.6361629576284751,0.30204109166666665,0.1921473542,True,0.00010487319434737685,0,6
627,219670,219670,cg07211259,7.507108495415354,1.6881807597685414e-11,0.5978634658895668,0.25980357499999995,0.1553270658,True,7.3035760067563515e-06,0,6
634,221436,221436,cg12706425,6.329085913390591,5.488100630911699e-09,0.650766043555903,0.1827880833333333,0.1189522778,True,0.0023690257838110407,0,6
640,224046,224046,cg21159778,-6.143260978632381,1.3188825651972294e-08,4.366033880233993,0.04034661233333334,0.17615467640000004,True,0.005682303439995429,0,6
649,227639,227639,cg13428009,6.996575475392505,2.160928010423005e-10,0.6352864979648645,0.10863198166666664,0.06901243120000003,True,9.345209997280168e-05,0,6
655,232104,232104,cg00134210,8.778733965201964,2.4227544582314308e-14,0.5622730632309598,0.09277961583333334,0.0521674788,True,1.0475410094912263e-08,0,6
656,232633,232633,cg18079948,10.090550228563758,2.4195490311543595e-17,0.6011468001362454,0.3509347333333333,0.2109632919999999,True,0.0,0,6
661,234257,234257,cg24892069,8.573314070114485,7.074478161207959e-14,0.5871137006792039,0.6658839583333332,0.3909495950000001,True,3.0607713474850584e-08,0,6
662,234674,234674,cg23254047,8.806078888003407,2.1000402867463857e-14,0.5160784001467977,0.21199195000000004,0.10940446639999996,True,9.081976171110284e-09,0,6
666,237590,237590,cg02492279,6.8398432275703405,4.669342243036966e-10,0.543594168368904,0.14613081416666665,0.0794358584,True,0.00020189180070129265,0,6
667,237967,237967,cg04200607,7.979177647750845,1.5268708185600778e-12,0.6317043911716133,0.312203125,0.19722008500000004,True,6.607002349667823e-07,0,6
668,237968,237968,cg20621021,6.123766230950407,1.444993149616211e-08,0.6083765021547223,0.17619828333333334,0.10719489530000004,True,0.006223760205680717,0,6
669,238108,238108,cg12483947,7.810735985734763,3.6148293793378804e-12,0.6363800716831786,0.317891875,0.2023000542,True,1.5640758347368333e-06,0,6
682,241944,241944,cg03593014,5.755955142228125,7.892167346112653e-08,0.6461597191175051,0.2416051833333333,0.1561155374,True,0.033501811315531205,0,6
685,242495,242495,cg23615741,5.743937954521884,8.335287947595025e-08,0.6437454662197377,0.5257087416666666,0.3384226189999999,True,0.0353480734925945,0,6
686,242677,242677,cg26610808,7.705760639846545,6.1704209189204725e-12,0.6496688239025001,0.182459575,0.11853829750000006,True,2.6697361635852346e-06,0,6
688,242679,242679,cg23341182,9.089769779168961,4.748705734991038e-15,0.6538792477827217,0.3771769250000001,0.2466281640000001,True,2.0663651900676427e-09,0,6
692,244615,244615,cg03290131,6.098985764948174,1.622547919275433e-08,0.6339195875951927,0.185225775,0.11741824689999995,True,0.006985575176903569,0,6
694,244753,244753,cg08877357,7.0538311903446935,1.6283253674852066e-10,0.6223611442889259,0.3355656,0.2088429908,True,7.042356431208319e-05,0,6
701,245994,245994,cg19991948,6.833709697210459,4.811660141459879e-10,0.5902805044196421,0.4139965666666667,0.24437410219999994,True,0.0002080436747593506,0,6
703,247307,247307,cg06777902,8.622136870627111,5.485922471028979e-14,0.5966138377796576,0.2513783583333333,0.14997580709999994,True,2.3736978049804236e-08,0,6
710,252078,252078,cg07080372,8.820818138441538,1.944253167182395e-14,0.5881125011072861,0.23763055,0.1397534971,True,8.409256624375416e-09,0,6
713,252814,252814,cg01097384,-6.043882645802972,2.0979199907722417e-08,1.7703609100857531,0.195284235,0.3457235760000001,True,0.00902206913983472,0,6
719,254584,254584,cg23190089,7.352814943933946,3.66966617130734e-11,0.5833759633774668,0.14153763333333336,0.08256965320000001,True,1.587480623699289e-05,0,6
721,256235,256235,cg23091758,-6.704567466774759,9.032912510113492e-10,2.8366426705894066,0.05704288833333334,0.16181029109999998,True,0.00039046622364102834,0,6
723,256859,256859,cg04940570,-6.047267933860098,2.065125456421794e-08,2.3983070126003714,0.0754448025,0.1809397989,True,0.008881705919362215,0,6
730,259537,259537,cg23186333,9.222025999726462,2.3697729334129074e-15,0.5086475963465465,0.4776083666666667,0.24293434770000005,True,1.0091737445705462e-09,0,6
731,259611,259611,cg11741201,8.124329434194575,7.240165315108816e-13,0.6494376335089465,0.2580039333333333,0.16755746389999998,True,3.132898932500794e-07,0,6
736,260795,260795,cg07092212,7.146503751773747,1.028257129418782e-10,0.6504021771750416,0.1716628166666667,0.11164986970000004,True,4.447525995232571e-05,0,6
740,262095,262095,cg20654468,5.900659296191879,4.070619228122817e-08,0.6506123161122961,0.1286343825,0.08369111353000001,True,0.01742696070530292,0,6
742,262458,262458,cg18570331,6.706272392363587,8.958378879882519e-10,0.6440881081521269,0.12435224666666668,0.08009380329999996,True,0.0003872458698889192,0,6
750,263654,263654,cg04999352,9.759320587015516,1.3940701958522675e-16,0.6236412845547694,0.24802835,0.15468071879999995,True,4.805944531227624e-11,0,6
752,263751,263751,cg21082879,5.768051394349174,7.469501282093008e-08,0.6403428819979288,0.07817509666666668,0.05005886670000001,True,0.0317375598848203,0,6
756,264168,264168,cg23003085,8.906165377314279,1.2438228748025612e-14,0.6544914003981976,0.1898053,0.12422593660000003,True,5.381998846587521e-09,0,6
760,264928,264928,cg15829826,8.57864406542744,6.880854565861947e-14,0.5962529759103019,0.09340839333333334,0.05569503250000001,True,2.9791004774182284e-08,0,6
761,264971,264971,cg08248600,6.661014473961107,1.1159151916351496e-09,0.6075786499575666,0.0925124625,0.056208597070000005,True,0.000482333926976386,0,6
762,264972,264972,cg13119578,7.513408912434995,1.6353304513935788e-11,0.557787427076511,0.15358705833333333,0.0856689301,True,7.074915129079429e-06,0,6
774,268737,268737,cg06285727,7.106576710147897,1.2537806509478021e-10,0.625505038261011,0.16592282499999994,0.103785563,True,5.42276669359687e-05,0,6
780,271201,271201,cg23460961,7.372072257108205,3.331617698855431e-11,0.6381340755974114,0.3009920083333333,0.192073257,True,1.441265284840565e-05,0,6
787,274452,274452,cg01282174,8.29095921043459,3.0631047360951455e-13,0.5266926353927037,0.301277775,0.15868078530000004,True,1.3255801833977898e-07,0,6
789,275039,275039,cg18587063,8.391815504289102,1.8167033280279558e-13,0.5483269848372986,0.3305787333333333,0.18126524010000006,True,7.860490658373465e-08,0,6
793,277142,277142,cg02046143,6.823189313853423,5.065825177935776e-10,0.6167397485082479,0.3154079583333333,0.19452462489999994,True,0.0002190258526809652,0,6
796,278790,278790,cg11791577,7.343465999970793,3.845833323844377e-11,0.5327211502893937,0.304606825,0.16227049820000006,True,1.6636865868835393e-05,0,6
801,279396,279396,cg19421125,6.93394385441323,2.942245332356673e-10,0.5333365216108158,0.3408179583333333,0.18177066439999995,True,0.0001272322471215226,0,6
802,279477,279477,cg01607849,6.176688548913036,1.1273851200376075e-08,0.6282061717574468,0.14455841916666665,0.09081249109999998,True,0.004859472757394179,0,6
810,279674,279674,cg07027613,9.20177430771906,2.636098711659723e-15,0.6189495446728307,0.22760282500000004,0.1408746649,True,1.1533360932958203e-09,0,6
811,279676,279676,cg27130630,6.642472574264102,1.2208013169507604e-09,0.6423431065429432,0.15795618333333333,0.1014620655,True,0.0005276485711960266,0,6
813,280181,280181,ch.12.9379220R,7.127108564426763,1.1322852394175649e-10,0.6466890846146071,0.0704866775,0.04558296495000001,True,4.8973426929666e-05,0,6
814,280514,280514,cg00748589,-7.7920311332590035,3.9767362368613856e-12,1.5268609800815216,0.2080124583333333,0.31760610599999994,True,1.720668309945772e-06,0,6
819,281786,281786,cg12585028,6.8760843530442965,3.9095262260479296e-10,0.6610015174084969,0.2841687,0.18783594189999994,True,0.00016904964439501402,0,6
821,282321,282321,cg19722847,9.51381781976057,5.0953027371795e-16,0.6335201673180033,0.19714156666666668,0.12489315829999995,True,2.402888998886965e-10,0,6
825,284572,284572,cg02553054,7.4401462057839485,2.366035569155156e-11,0.6502360330178684,0.267882225,0.17418667530000004,True,1.0235889214671445e-05,0,6
837,288076,288076,cg10906284,-6.574537918119539,1.6952089928997036e-09,1.7037376045647767,0.17405508583333332,0.2965441949999999,True,0.0007325585211648278,0,6
842,288709,288709,cg25778262,-7.716375308189638,5.846160139300447e-12,1.519410534883307,0.22967205833333335,0.3489661450000001,True,2.5294775213291487e-06,0,6
847,289705,289705,cg09278098,7.7202431285939275,5.732260308946844e-12,0.5649445251800735,0.192827575,0.1089368828,True,2.4801984209732453e-06,0,6
850,290769,290769,cg08993878,6.126181419112752,1.4287473039964918e-08,0.6056719073304484,0.7530995750000001,0.4561312560000002,True,0.006154045767103655,0,6
853,291478,291478,cg16618104,9.552607480279981,4.1523870702593557e-16,0.6416881091636386,0.2288289416666667,0.1468368108999999,True,1.9223245217858675e-10,0,6
859,292962,292962,cg19848940,6.6250491413124655,1.3282108998282405e-09,0.5695349520283992,0.26748638333333336,0.15234284450000002,True,0.0005740406602218195,0,6
863,293329,293329,cg14120215,5.725287836990033,9.071766329875363e-08,0.6636822708228077,0.21467695833333336,0.14247729119999994,True,0.038409095118524306,0,6
867,294762,294762,cg14214321,5.775897859855577,7.207296718779488e-08,0.6590864054507832,0.10453005666666663,0.06889433931,True,0.030641132743295274,0,6
868,294954,294954,cg06800840,8.75123521454613,2.7971179065215824e-14,0.5698895917285257,0.0644397825,0.03672356134,True,1.2109077629496312e-08,0,6
869,295485,295485,cg09442744,5.788580746937067,6.802458774854897e-08,0.42339652950398704,0.14316118833333333,0.06061395030000001,True,0.02894602193838436,0,6
880,299997,299997,cg22900415,-5.997417067412384,2.6033377259190557e-08,2.3799107600466134,0.04911495916666666,0.11688921980000005,True,0.011182513573521957,0,6
883,302881,302881,ch.13.39564907R,12.61311729167299,4.206387171078327e-23,0.4881617701161197,0.09822745416666666,0.04795088790000001,True,0.0,0,6
885,303815,303815,cg20102280,6.3560434146977975,4.8281423052253026e-09,0.6071757968424831,0.5125166,0.31118767500000016,True,0.002084484792143737,0,6
886,303816,303816,cg15894389,8.111092114487734,7.750970806090907e-13,0.4974304253613034,0.452408925,0.22504196399999998,True,3.3538822452605643e-07,0,6
892,306327,306327,cg26685941,11.363256066675005,2.905265141740256e-20,0.4763237312048024,0.27949792500000004,0.13313149450000006,True,0.0,0,6
897,306960,306960,cg07416237,-6.584446563316607,1.6160813574161305e-09,1.6365209016657356,0.16732697500000002,0.27383409200000003,True,0.0006983847646589991,0,6
898,307823,307823,cg05404236,-6.27610978624567,7.054659772187787e-09,2.3802092664484147,0.16031498083333334,0.38158320293,True,0.0030440006078217285,0,6
901,312048,312048,cg17315426,6.754515994602392,7.083768210161555e-10,0.6485720429123973,0.156334775,0.1013943644,True,0.0003062403520818213,0,6
910,315739,315739,cg03032497,-8.1876427064486,5.223845096328401e-13,1.6818560993412686,0.18016815833333333,0.3030169160000001,True,2.2604653426849808e-07,0,6
911,315975,315975,cg01719405,6.832487477991354,4.840528065476486e-10,0.6516395021033801,0.465102575,0.30307921039999997,True,0.000209291238321474,0,6
912,316044,316044,cg24774812,8.078735279905034,9.15550421775433e-13,0.6382855072668033,0.20161489166666668,0.12868786339999996,True,3.962015020508858e-07,0,6
914,318478,318478,cg23998119,-5.8965498289224865,4.148326129638564e-08,1.581704655022795,0.1893900500000001,0.2995591237,True,0.017756502085605752,0,6
916,319921,319921,ch.14.1488981R,8.597711834649813,6.230405364246498e-14,0.6073994632214486,0.2550368916666666,0.15490927110000002,True,2.69561789556505e-08,0,6
921,320943,320943,ch.14.97331099F,11.673854251590402,5.672617827596146e-21,0.436674870884424,0.0569513975,0.024869244150000004,True,0.0,0,6
927,323597,323597,cg10281977,-5.670686277625883,1.1614728394347553e-07,1.6715764809980245,0.1149483725,0.19214499600000004,True,0.04890304918715527,0,6
934,326156,326156,cg21567504,-7.524686087896375,1.544800426110988e-11,1.7312108283181968,0.11255327416666666,0.1948534470000001,True,6.6832974157104985e-06,0,6
936,326706,326706,cg01763090,-7.13652012856359,1.0805646127656863e-10,1.6000443794055048,0.14448894166666668,0.2311887189999999,True,4.6737105547589586e-05,0,6
937,326707,326707,cg04875128,-12.960903748285437,6.959032459590963e-24,4.242469670517954,0.08888923916666668,0.3771099012,True,0.0,0,6
938,326812,326812,cg21296230,-8.27041580251004,3.4064871473699913e-13,1.6595707228770349,0.171416775,0.2844782612000001,True,1.4740310905203557e-07,0,6
941,327701,327701,cg11693709,7.695412081024822,6.503734370699352e-12,0.6270160158264284,0.5164610166666667,0.32382932899999994,True,2.8139200547450116e-06,0,6
